sex,month,year,Ageband,type_vax_1,history_covid,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_possible,lb_PERICARD_possible,ub_PERICARD_possible
both_sexes,June,2021,30-39,AstraZeneca,0,941,941,941,941,941,941,941,941,941,941,941,941,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19
both_sexes,May,2021,30-39,Moderna,0,350,350,350,350,350,350,350,350,350,350,350,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384960.92,0,0,384960.92,0,0,384960.92,0,0,384960.92,0,0,384960.92,0,0,384960.92,0,0,384960.92,0,0,384960.92,0,0,384960.92,0,0,384960.92,0,0,384960.92,0,0,384960.92
both_sexes,February,2021,30-39,Pfizer,0,548,548,548,548,548,548,548,548,548,548,548,548,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245869.2,0,0,245869.2,0,0,245869.2,0,0,245869.2,0,0,245869.2,0,0,245869.2,0,0,245869.2,0,0,245869.2,0,0,245869.2,0,0,245869.2,0,0,245869.2,0,0,245869.2
both_sexes,March,2021,30-39,Pfizer,0,919,919,919,919,919,919,919,919,919,919,919,919,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146611.88,0,0,146611.88,0,0,146611.88,0,0,146611.88,0,0,146611.88,0,0,146611.88,0,0,146611.88,0,0,146611.88,0,0,146611.88,0,0,146611.88,0,0,146611.88,0,0,146611.88
both_sexes,April,2021,30-39,Pfizer,0,971,971,971,971,971,971,971,971,971,971,971,971,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37
both_sexes,May,2021,30-39,Pfizer,0,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95287.36,0,0,95287.36,0,0,95287.36,0,0,95287.36,0,0,95287.36,0,0,95287.36,0,0,95287.36,0,0,95287.36,0,0,95287.36,0,0,95287.36,0,0,95287.36,0,0,95287.36
both_sexes,January,2021,30-39,Pfizer,0,317,317,317,317,317,317,317,317,317,317,317,317,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72
both_sexes,February,2021,30-39,AstraZeneca,0,96,96,96,96,96,96,96,96,96,96,96,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403503.35,0,0,1403503.35,0,0,1403503.35,0,0,1403503.35,0,0,1403503.35,0,0,1403503.35,0,0,1403503.35,0,0,1403503.35,0,0,1403503.35,0,0,1403503.35,0,0,1403503.35,0,0,1403503.35
both_sexes,March,2021,30-39,Moderna,0,86,86,86,86,86,86,86,86,86,86,86,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42
both_sexes,April,2021,30-39,Moderna,0,180,180,180,180,180,180,180,180,180,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748535.12,0,0,748535.12,0,0,748535.12,0,0,748535.12,0,0,748535.12,0,0,748535.12,0,0,748535.12,0,0,748535.12,0,0,748535.12,0,0,748535.12,0,0,748535.12,0,0,748535.12
both_sexes,June,2021,30-39,Pfizer,1,101,101,101,101,101,101,101,101,101,101,101,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99
both_sexes,January,2021,30-39,Pfizer,1,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42
both_sexes,February,2021,30-39,Pfizer,1,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
both_sexes,March,2021,30-39,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
both_sexes,April,2021,30-39,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
both_sexes,May,2021,30-39,Pfizer,1,38,38,38,38,38,38,38,38,38,38,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69
both_sexes,January,2021,30-39,Moderna,0,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55
both_sexes,February,2021,30-39,Moderna,0,40,40,40,40,40,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05
both_sexes,June,2021,40-49,Moderna,1,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
both_sexes,June,2021,40-49,Pfizer,1,328,328,328,328,328,328,328,328,328,328,328,328,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47
both_sexes,June,2021,40-49,Pfizer,0,6748,6748,6748,6748,6748,6748,6748,6731,6748,6748,6748,6731,6748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19966.85,0,0,19966.85,0,0,19966.85,0,0,19966.85,0,0,19966.85,0,0,19966.85,0,0,20017.28,0,0,19966.85,0,0,19966.85,0,0,19966.85,0,0,20017.28,0,0,19966.85
both_sexes,June,2021,40-49,Moderna,0,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95897.74,0,0,95897.74,0,0,95897.74,0,0,95897.74,0,0,95897.74,0,0,95897.74,0,0,95897.74,0,0,95897.74,0,0,95897.74,0,0,95897.74,0,0,95897.74,0,0,95897.74
both_sexes,May,2021,40-49,AstraZeneca,0,2070,2070,2070,2070,2070,2070,2070,2070,2070,2070,2070,2070,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65090.01,0,0,65090.01,0,0,65090.01,0,0,65090.01,0,0,65090.01,0,0,65090.01,0,0,65090.01,0,0,65090.01,0,0,65090.01,0,0,65090.01,0,0,65090.01,0,0,65090.01
both_sexes,June,2021,40-49,AstraZeneca,0,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56351.45,0,0,56351.45,0,0,56351.45,0,0,56351.45,0,0,56351.45,0,0,56351.45,0,0,56351.45,0,0,56351.45,0,0,56351.45,0,0,56351.45,0,0,56351.45,0,0,56351.45
both_sexes,March,2021,40-49,AstraZeneca,0,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82407.54,0,0,82407.54,0,0,82407.54,0,0,82407.54,0,0,82407.54,0,0,82407.54,0,0,82407.54,0,0,82407.54,0,0,82407.54,0,0,82407.54,0,0,82407.54,0,0,82407.54
both_sexes,April,2021,40-49,AstraZeneca,0,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70988.58,0,0,70988.58,0,0,70988.58,0,0,70988.58,0,0,70988.58,0,0,70988.58,0,0,70988.58,0,0,70988.58,0,0,70988.58,0,0,70988.58,0,0,70988.58,0,0,70988.58
both_sexes,May,2021,40-49,Pfizer,1,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2
both_sexes,April,2021,40-49,Pfizer,0,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79490.46,0,0,79490.46,0,0,79490.46,0,0,79490.46,0,0,79490.46,0,0,79490.46,0,0,79490.46,0,0,79490.46,0,0,79490.46,0,0,79490.46,0,0,79490.46,0,0,79490.46
both_sexes,May,2021,40-49,Pfizer,0,2505,2505,2505,2505,2505,2505,2505,2505,2505,2505,2505,2505,2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53786.95,0,0,53786.95,0,0,53786.95,0,0,53786.95,0,0,53786.95,0,0,53786.95,0,0,53786.95,0,0,53786.95,0,0,53786.95,0,0,53786.95,0,0,53786.95,0,0,53786.95
both_sexes,February,2021,40-49,AstraZeneca,0,316,316,316,316,316,316,316,316,316,316,316,316,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77
both_sexes,February,2021,40-49,Pfizer,0,832,832,832,832,832,832,832,832,832,832,832,832,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161942.69,0,0,161942.69,0,0,161942.69,0,0,161942.69,0,0,161942.69,0,0,161942.69,0,0,161942.69,0,0,161942.69,0,0,161942.69,0,0,161942.69,0,0,161942.69,0,0,161942.69
both_sexes,March,2021,40-49,Pfizer,0,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89229.35,0,0,89229.35,0,0,89229.35,0,0,89229.35,0,0,89229.35,0,0,89229.35,0,0,89229.35,0,0,89229.35,0,0,89229.35,0,0,89229.35,0,0,89229.35,0,0,89229.35
both_sexes,January,2021,40-49,Pfizer,0,332,332,332,332,332,332,332,332,332,332,332,332,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405832.3,0,0,405832.3,0,0,405832.3,0,0,405832.3,0,0,405832.3,0,0,405832.3,0,0,405832.3,0,0,405832.3,0,0,405832.3,0,0,405832.3,0,0,405832.3,0,0,405832.3
both_sexes,April,2021,40-49,Moderna,0,313,313,313,313,313,313,313,313,313,313,313,313,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48
both_sexes,May,2021,40-49,Moderna,0,622,622,622,622,622,622,622,622,622,622,622,622,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216617.88,0,0,216617.88,0,0,216617.88,0,0,216617.88,0,0,216617.88,0,0,216617.88,0,0,216617.88,0,0,216617.88,0,0,216617.88,0,0,216617.88,0,0,216617.88,0,0,216617.88
both_sexes,March,2021,40-49,Moderna,1,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55
both_sexes,April,2021,40-49,Moderna,1,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
both_sexes,May,2021,40-49,Moderna,1,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
both_sexes,February,2021,40-49,AstraZeneca,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41
both_sexes,March,2021,40-49,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
both_sexes,April,2021,40-49,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
both_sexes,May,2021,40-49,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
both_sexes,June,2021,40-49,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
both_sexes,April,2021,40-49,Pfizer,1,92,92,92,92,92,92,92,92,92,92,92,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24
both_sexes,March,2021,40-49,Moderna,0,106,106,106,106,106,106,106,106,106,106,106,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38
both_sexes,February,2021,40-49,Moderna,0,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42
both_sexes,March,2021,40-49,Pfizer,1,47,47,47,47,47,47,47,47,47,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26
both_sexes,June,2021,50-59,Pfizer,1,563,563,563,563,563,563,563,563,563,563,563,563,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239318.51,0,0,239318.51,0,0,239318.51,0,0,239318.51,0,0,239318.51,0,0,239318.51,0,0,239318.51,0,0,239318.51,0,0,239318.51,0,0,239318.51,0,0,239318.51,0,0,239318.51
both_sexes,May,2021,50-59,Pfizer,0,4246,4246,4246,4246,4246,4246,4246,4238,4246,4246,4246,4238,4246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31732.53,0,0,31732.53,0,0,31732.53,0,0,31732.53,0,0,31732.53,0,0,31732.53,0,0,31792.43,0,0,31732.53,0,0,31732.53,0,0,31732.53,0,0,31792.43,0,0,31732.53
both_sexes,June,2021,50-59,Pfizer,0,12325,12325,12325,12325,12325,12325,12325,12295,12325,12325,12325,12295,12325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10931.95,0,0,10931.95,0,0,10931.95,0,0,10931.95,0,0,10931.95,0,0,10931.95,0,0,10958.63,0,0,10931.95,0,0,10931.95,0,0,10931.95,0,0,10958.63,0,0,10931.95
both_sexes,May,2021,50-59,Pfizer,1,334,334,334,334,334,334,334,334,334,334,334,334,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403402.16,0,0,403402.16,0,0,403402.16,0,0,403402.16,0,0,403402.16,0,0,403402.16,0,0,403402.16,0,0,403402.16,0,0,403402.16,0,0,403402.16,0,0,403402.16,0,0,403402.16
both_sexes,January,2021,50-59,Pfizer,0,586,586,586,586,586,586,586,586,586,586,586,586,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229925.46,0,0,229925.46,0,0,229925.46,0,0,229925.46,0,0,229925.46,0,0,229925.46,0,0,229925.46,0,0,229925.46,0,0,229925.46,0,0,229925.46,0,0,229925.46,0,0,229925.46
both_sexes,February,2021,50-59,Pfizer,0,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105758.49,0,0,105758.49,0,0,105758.49,0,0,105758.49,0,0,105758.49,0,0,105758.49,0,0,105758.49,0,0,105758.49,0,0,105758.49,0,0,105758.49,0,0,105758.49,0,0,105758.49
both_sexes,March,2021,50-59,Pfizer,0,2176,2176,2176,2176,2176,2176,2176,2176,2176,2176,2176,2176,2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61919.27,0,0,61919.27,0,0,61919.27,0,0,61919.27,0,0,61919.27,0,0,61919.27,0,0,61919.27,0,0,61919.27,0,0,61919.27,0,0,61919.27,0,0,61919.27,0,0,61919.27
both_sexes,April,2021,50-59,Pfizer,0,2346,2346,2346,2346,2346,2346,2346,2346,2346,2346,2346,2346,2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57432.36,0,0,57432.36,0,0,57432.36,0,0,57432.36,0,0,57432.36,0,0,57432.36,0,0,57432.36,0,0,57432.36,0,0,57432.36,0,0,57432.36,0,0,57432.36,0,0,57432.36
both_sexes,February,2021,50-59,AstraZeneca,0,193,193,193,193,193,193,193,193,193,193,193,193,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698115.66,0,0,698115.66,0,0,698115.66,0,0,698115.66,0,0,698115.66,0,0,698115.66,0,0,698115.66,0,0,698115.66,0,0,698115.66,0,0,698115.66,0,0,698115.66,0,0,698115.66
both_sexes,March,2021,50-59,AstraZeneca,0,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83739.17,0,0,83739.17,0,0,83739.17,0,0,83739.17,0,0,83739.17,0,0,83739.17,0,0,83739.17,0,0,83739.17,0,0,83739.17,0,0,83739.17,0,0,83739.17,0,0,83739.17
both_sexes,April,2021,50-59,AstraZeneca,0,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69775.41,0,0,69775.41,0,0,69775.41,0,0,69775.41,0,0,69775.41,0,0,69775.41,0,0,69775.41,0,0,69775.41,0,0,69775.41,0,0,69775.41,0,0,69775.41,0,0,69775.41
both_sexes,May,2021,50-59,AstraZeneca,0,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63375.5,0,0,63375.5,0,0,63375.5,0,0,63375.5,0,0,63375.5,0,0,63375.5,0,0,63375.5,0,0,63375.5,0,0,63375.5,0,0,63375.5,0,0,63375.5,0,0,63375.5
both_sexes,June,2021,50-59,AstraZeneca,0,2481,2481,2481,2481,2481,2481,2481,2481,2481,2481,2481,2481,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54307.26,0,0,54307.26,0,0,54307.26,0,0,54307.26,0,0,54307.26,0,0,54307.26,0,0,54307.26,0,0,54307.26,0,0,54307.26,0,0,54307.26,0,0,54307.26,0,0,54307.26
both_sexes,June,2021,50-59,Moderna,0,3084,3084,3084,3084,3084,3084,3084,3060,3084,3084,3084,3060,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43688.82,0,0,43688.82,0,0,43688.82,0,0,43688.82,0,0,43688.82,0,0,43688.82,0,0,44031.48,0,0,43688.82,0,0,43688.82,0,0,43688.82,0,0,44031.48,0,0,43688.82
both_sexes,April,2021,50-59,AstraZeneca,1,82,82,82,82,82,82,82,82,82,82,82,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88
both_sexes,May,2021,50-59,AstraZeneca,1,93,93,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66
both_sexes,June,2021,50-59,AstraZeneca,1,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68
both_sexes,March,2021,50-59,Moderna,0,169,169,169,169,169,169,169,169,169,169,169,169,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797256.34,0,0,797256.34,0,0,797256.34,0,0,797256.34,0,0,797256.34,0,0,797256.34,0,0,797256.34,0,0,797256.34,0,0,797256.34,0,0,797256.34,0,0,797256.34,0,0,797256.34
both_sexes,April,2021,50-59,Moderna,0,564,564,564,564,564,564,564,564,564,564,564,564,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238894.19,0,0,238894.19,0,0,238894.19,0,0,238894.19,0,0,238894.19,0,0,238894.19,0,0,238894.19,0,0,238894.19,0,0,238894.19,0,0,238894.19,0,0,238894.19,0,0,238894.19
both_sexes,May,2021,50-59,Moderna,0,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96515.99,0,0,96515.99,0,0,96515.99,0,0,96515.99,0,0,96515.99,0,0,96515.99,0,0,96515.99,0,0,96515.99,0,0,96515.99,0,0,96515.99,0,0,96515.99,0,0,96515.99
both_sexes,May,2021,50-59,J&J,0,47,47,47,47,47,47,47,47,47,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26
both_sexes,June,2021,50-59,J&J,0,582,582,582,582,582,582,582,582,582,582,582,582,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71
